MORGE Maxime;MANCARELLA Paolo;2010
VONG Chi-Man;YANG Zhi-Xin;2011
WONG Pak-Kin;IP Weng-Fai;2011
WONG Pak-Kin;YANG Zhi-Xin;2011
IP Weng-Fai;YANG Zhi-Xin;2011
YAZIDI Anis;GRANMO Ole-Christoffer;2011
YAZIDI Anis;OOMMEN B. John;2011
GRANMO Ole-Christoffer;OOMMEN B. John;2011
VERKHOGLIAD Petro;OOMMEN B. John;2011
TANACKOV Ilija;BOGDANOVIC Vuk;2011
TANACKOV Ilija;TEPIC Jovan;2011
TANACKOV Ilija;SREMAC Sinisa;2011
TANACKOV Ilija;RUSKIC Nenad;2011
BOGDANOVIC Vuk;TEPIC Jovan;2011
BOGDANOVIC Vuk;SREMAC Sinisa;2011
BOGDANOVIC Vuk;RUSKIC Nenad;2011
TEPIC Jovan;SREMAC Sinisa;2011
TEPIC Jovan;RUSKIC Nenad;2011
SREMAC Sinisa;RUSKIC Nenad;2011
FERRARA Emilio;BAUMGARTNER Robert;2011
PATKOS Theodore;PLEXOUSAKIS Dimitris;2011
SANTOS Manuel Filipe;PORTELA Filipe;2011
SANTOS Manuel Filipe;VILAS-BOAS Marta;2011
PORTELA Filipe;VILAS-BOAS Marta;2011
CABABIE Pablo;ZWEIG Alvaro;2011
CABABIE Pablo;BARRERA Gabriel;2011
CABABIE Pablo;LOPEZ DE LUISE Daniela;2011
ZWEIG Alvaro;BARRERA Gabriel;2011
ZWEIG Alvaro;LOPEZ DE LUISE Daniela;2011
BARRERA Gabriel;LOPEZ DE LUISE Daniela;2011
THOMSON David;MITROVIC Antonija;2011
MAC FHEARAI Oisin;HUMPHRYS Mark;2011
MAC FHEARAI Oisin;WALSHE Ray;2011
HUMPHRYS Mark;WALSHE Ray;2011
QURESHI Ibrahim Zafar;KHAMMASH Marwan;2011
QURESHI Ibrahim Zafar;NIKOLOPOULOS Konstantinos;2011
KHAMMASH Marwan;NIKOLOPOULOS Konstantinos;2011
VERYZHENKO Iryna;MATHIEU Philippe;2011
VERYZHENKO Iryna;BRANDOUY Olivier;2011
MATHIEU Philippe;BRANDOUY Olivier;2011
BOURASSA Mike;ABDELLAOUI Nacer;2011
BOURASSA Mike;PARKINSON Glen;2011
ABDELLAOUI Nacer;PARKINSON Glen;2011
VAGIN Vadim;EREMEEV Alexandr;2011
FRIEDRICH Christian;SCHWIND Michael;2011
ZHU Zoe Jing Yu;XIANG Yang;2011
ZHU Zoe Jing Yu;MCBEAN Edward;2011
XIANG Yang;MCBEAN Edward;2011
LEITE Manuela Souza;DOS SANTOS Brunno Ferreira;2011
LEITE Manuela Souza;FERRARESO LONA Liliane Maria;2011
LEITE Manuela Souza;DA SILVA Flavio Vasconcelos;2011
LEITE Manuela Souza;FRATTINI FILETI Ana Maria;2011
DOS SANTOS Brunno Ferreira;FERRARESO LONA Liliane Maria;2011
DOS SANTOS Brunno Ferreira;DA SILVA Flavio Vasconcelos;2011
DOS SANTOS Brunno Ferreira;FRATTINI FILETI Ana Maria;2011
FERRARESO LONA Liliane Maria;DA SILVA Flavio Vasconcelos;2011
FERRARESO LONA Liliane Maria;FRATTINI FILETI Ana Maria;2011
DA SILVA Flavio Vasconcelos;FRATTINI FILETI Ana Maria;2011
ROCK R.;ALS A.;2011
ROCK R.;GIBBS P.;2011
ROCK R.;HUNTE C.;2011
ALS A.;GIBBS P.;2011
ALS A.;HUNTE C.;2011
GIBBS P.;HUNTE C.;2011
DEUTSCH Tobias;KOHLHAUSER Stefan;2011
DEUTSCH Tobias;PERNER Andreas;2011
DEUTSCH Tobias;MUCHITSCH Clemens;2011
KOHLHAUSER Stefan;PERNER Andreas;2011
KOHLHAUSER Stefan;MUCHITSCH Clemens;2011
PERNER Andreas;MUCHITSCH Clemens;2011
GELBARD Friedrich;BRANDSTAETTER Christian;2011
GELBARD Friedrich;DOBLHAMMER Klaus;2011
GELBARD Friedrich;HINTERLEITNER Isabella;2011
GELBARD Friedrich;KOHLHAUSER Stefan;2011
GELBARD Friedrich;KOVACS Zsofia;2011
GELBARD Friedrich;ZEILINGER Heimo;2011
BRANDSTAETTER Christian;DOBLHAMMER Klaus;2011
BRANDSTAETTER Christian;HINTERLEITNER Isabella;2011
BRANDSTAETTER Christian;KOHLHAUSER Stefan;2011
BRANDSTAETTER Christian;KOVACS Zsofia;2011
BRANDSTAETTER Christian;ZEILINGER Heimo;2011
DOBLHAMMER Klaus;HINTERLEITNER Isabella;2011
DOBLHAMMER Klaus;KOHLHAUSER Stefan;2011
DOBLHAMMER Klaus;KOVACS Zsofia;2011
DOBLHAMMER Klaus;ZEILINGER Heimo;2011
HINTERLEITNER Isabella;KOHLHAUSER Stefan;2011
HINTERLEITNER Isabella;KOVACS Zsofia;2011
HINTERLEITNER Isabella;ZEILINGER Heimo;2011
KOHLHAUSER Stefan;KOVACS Zsofia;2011
KOHLHAUSER Stefan;ZEILINGER Heimo;2011
KOVACS Zsofia;ZEILINGER Heimo;2011
GELBARD Friedrich;BRUCKNER Dietmar;2011
GELBARD Friedrich;DOBLHAMMER Klaus;2011
GELBARD Friedrich;KOVACS Zsofia;2011
DOBLHAMMER Klaus;BRUCKNER Dietmar;2011
BRUCKNER Dietmar;KOVACS Zsofia;2011
DOBLHAMMER Klaus;KOVACS Zsofia;2011
PERNER Andreas;MUCHITSCH Clemens;2011
MUCHITSCH Clemens;BRUCKNER Dietmar;2011
PERNER Andreas;BRUCKNER Dietmar;2011
MUCHITSCH Clemens;WENDT Alexander;2011
MUCHITSCH Clemens;DOBLHAMMER Klaus;2011
MUCHITSCH Clemens;BRUCKNER Dietmar;2011
MUCHITSCH Clemens;MACHAJDIK Jana;2011
WENDT Alexander;DOBLHAMMER Klaus;2011
WENDT Alexander;BRUCKNER Dietmar;2011
WENDT Alexander;MACHAJDIK Jana;2011
DOBLHAMMER Klaus;BRUCKNER Dietmar;2011
DOBLHAMMER Klaus;MACHAJDIK Jana;2011
BRUCKNER Dietmar;MACHAJDIK Jana;2011
PENYA Yoseba K.;BORGES Cruz E.;2011
PENYA Yoseba K.;FERNANDEZ Ivan;2011
BORGES Cruz E.;FERNANDEZ Ivan;2011
LEMOS Elizama das Chagas;CUNHA CAMPOS Andre Mauricio;2011
LEMOS Elizama das Chagas;DE OLIVEIRA Romulo;2011
CUNHA CAMPOS Andre Mauricio;DE OLIVEIRA Romulo;2011
BORRAS Joan;DE LA FLOR Joan;2011
BORRAS Joan;PEREZ Yolanda;2011
BORRAS Joan;MORENO Antonio;2011
BORRAS Joan;VALLS Aida;2011
BORRAS Joan;ISERN David;2011
BORRAS Joan;ORELLANA Alicia;2011
BORRAS Joan;RUSSO Antonio;2011
BORRAS Joan;ANTON-CLAVE Salvador;2011
DE LA FLOR Joan;PEREZ Yolanda;2011
DE LA FLOR Joan;MORENO Antonio;2011
DE LA FLOR Joan;VALLS Aida;2011
DE LA FLOR Joan;ISERN David;2011
DE LA FLOR Joan;ORELLANA Alicia;2011
DE LA FLOR Joan;RUSSO Antonio;2011
DE LA FLOR Joan;ANTON-CLAVE Salvador;2011
PEREZ Yolanda;MORENO Antonio;2011
PEREZ Yolanda;VALLS Aida;2011
PEREZ Yolanda;ISERN David;2011
PEREZ Yolanda;ORELLANA Alicia;2011
PEREZ Yolanda;RUSSO Antonio;2011
PEREZ Yolanda;ANTON-CLAVE Salvador;2011
MORENO Antonio;VALLS Aida;2011
MORENO Antonio;ISERN David;2011
MORENO Antonio;ORELLANA Alicia;2011
MORENO Antonio;RUSSO Antonio;2011
MORENO Antonio;ANTON-CLAVE Salvador;2011
VALLS Aida;ISERN David;2011
VALLS Aida;ORELLANA Alicia;2011
VALLS Aida;RUSSO Antonio;2011
VALLS Aida;ANTON-CLAVE Salvador;2011
ISERN David;ORELLANA Alicia;2011
ISERN David;RUSSO Antonio;2011
ISERN David;ANTON-CLAVE Salvador;2011
ORELLANA Alicia;RUSSO Antonio;2011
ORELLANA Alicia;ANTON-CLAVE Salvador;2011
RUSSO Antonio;ANTON-CLAVE Salvador;2011
RAMLI Razamin;AHMAD Siti Nurin Ima;2011
FLATT Remy;KIRCHBERG Markus;2011
FLATT Remy;LINK Sebastian;2011
KIRCHBERG Markus;LINK Sebastian;2011
DANENAS Paulius;GARSVA Gintautas;2011
QIAN Haizhong;SHEN Subin;2011
BOUCHE Philippe;GARTISER Nathalie;2011
BOUCHE Philippe;ZANNI-MERK Cecilia;2011
GARTISER Nathalie;ZANNI-MERK Cecilia;2011
JANISZEK David;PELLIER Damien;2011
JANISZEK David;MAUCLAIR Julie;2011
JANISZEK David;PARCHEMAL Yannick;2011
JANISZEK David;BARON Georges-Louis;2011
PELLIER Damien;MAUCLAIR Julie;2011
PELLIER Damien;PARCHEMAL Yannick;2011
PELLIER Damien;BARON Georges-Louis;2011
MAUCLAIR Julie;PARCHEMAL Yannick;2011
MAUCLAIR Julie;BARON Georges-Louis;2011
PARCHEMAL Yannick;BARON Georges-Louis;2011
PERTEGAL FELICES Maria Luisa;NAVARRO SORIA Ignacio Javier;2011
PERTEGAL FELICES Maria Luisa;JIMENO MORENILLA Antonio Manuel;2011
PERTEGAL FELICES Maria Luisa;GIL David;2011
PERTEGAL FELICES Maria Luisa;GARCIA RODRIGUEZ Jose;2011
NAVARRO SORIA Ignacio Javier;JIMENO MORENILLA Antonio Manuel;2011
NAVARRO SORIA Ignacio Javier;GIL David;2011
NAVARRO SORIA Ignacio Javier;GARCIA RODRIGUEZ Jose;2011
JIMENO MORENILLA Antonio Manuel;GIL David;2011
JIMENO MORENILLA Antonio Manuel;GARCIA RODRIGUEZ Jose;2011
GIL David;GARCIA RODRIGUEZ Jose;2011
AVILA NUNEZ M. R.;CRAIL CORZAS S. C.;2011
AVILA NUNEZ M. R.;RODRIGUEZ CHAVEZ R.;2011
AVILA NUNEZ M. R.;SALGADO RODRIGUEZ J. F.;2011
CRAIL CORZAS S. C.;RODRIGUEZ CHAVEZ R.;2011
CRAIL CORZAS S. C.;SALGADO RODRIGUEZ J. F.;2011
RODRIGUEZ CHAVEZ R.;SALGADO RODRIGUEZ J. F.;2011
BLANCO F.;GONZALEZ-BLANCH J. M.;2011
BLANCO F.;DE MANUEL TRIANTAFILO P.;2011
GONZALEZ-BLANCH J. M.;DE MANUEL TRIANTAFILO P.;2011
R-MORENO Maria D.;CAMACHO David;2011
R-MORENO Maria D.;BARRERO David F.;2011
R-MORENO Maria D.;CASTANO Binifacio;2011
CAMACHO David;BARRERO David F.;2011
CAMACHO David;CASTANO Binifacio;2011
BARRERO David F.;CASTANO Binifacio;2011
HSIEH Nan-Chen;CHEN Jui-Fa;2011
HSIEH Nan-Chen;LEE Kuo-Chen;2011
HSIEH Nan-Chen;TSAI Hsin-Che;2011
CHEN Jui-Fa;LEE Kuo-Chen;2011
CHEN Jui-Fa;TSAI Hsin-Che;2011
LEE Kuo-Chen;TSAI Hsin-Che;2011
HACHAJ Tomasz;OGIELA Marek R.;2011
OU Chung-Ming;WANG Yao-Tien;2011
OU Chung-Ming;OU C. R.;2011
WANG Yao-Tien;OU C. R.;2011
KEMPA Olgierd;LASOTA Tadeusz;2011
KEMPA Olgierd;TELEC Zbigniew;2011
KEMPA Olgierd;TRAWINSKI Bogdan;2011
LASOTA Tadeusz;TELEC Zbigniew;2011
LASOTA Tadeusz;TRAWINSKI Bogdan;2011
TELEC Zbigniew;TRAWINSKI Bogdan;2011
KIM Jin Myoung;CHO Tae Ho;2011
 Zhou Wei; Chen Liangyu;2011
 Zhou Wei; Zeng Zhenbing;2011
 Chen Liangyu; Zeng Zhenbing;2011
WANG Yi-qin;YAN Hai-xia;2011
WANG Yi-qin;GUO Rui;2011
WANG Yi-qin;LI Fu-feng;2011
WANG Yi-qin;XIA Chun-ming;2011
WANG Yi-qin;YAN Jian-jun;2011
WANG Yi-qin;XU Zhao-xia;2011
WANG Yi-qin;LIU Guo-ping;2011
WANG Yi-qin;XU Jin;2011
YAN Hai-xia;GUO Rui;2011
YAN Hai-xia;LI Fu-feng;2011
YAN Hai-xia;XIA Chun-ming;2011
YAN Hai-xia;YAN Jian-jun;2011
YAN Hai-xia;XU Zhao-xia;2011
YAN Hai-xia;LIU Guo-ping;2011
YAN Hai-xia;XU Jin;2011
GUO Rui;LI Fu-feng;2011
GUO Rui;XIA Chun-ming;2011
GUO Rui;YAN Jian-jun;2011
GUO Rui;XU Zhao-xia;2011
GUO Rui;LIU Guo-ping;2011
GUO Rui;XU Jin;2011
LI Fu-feng;XIA Chun-ming;2011
LI Fu-feng;YAN Jian-jun;2011
LI Fu-feng;XU Zhao-xia;2011
LI Fu-feng;LIU Guo-ping;2011
LI Fu-feng;XU Jin;2011
XIA Chun-ming;YAN Jian-jun;2011
XIA Chun-ming;XU Zhao-xia;2011
XIA Chun-ming;LIU Guo-ping;2011
XIA Chun-ming;XU Jin;2011
YAN Jian-jun;XU Zhao-xia;2011
YAN Jian-jun;LIU Guo-ping;2011
YAN Jian-jun;XU Jin;2011
XU Zhao-xia;LIU Guo-ping;2011
XU Zhao-xia;XU Jin;2011
LIU Guo-ping;XU Jin;2011
DEL VAL Lara;JIMENEZ Maria I.;2011
DEL VAL Lara;RABOSO Mariano;2011
DEL VAL Lara;IZQUIERDO Alberto;2011
DEL VAL Lara;VILLACORTA Juan J.;2011
DEL VAL Lara;ALONSO Alonso;2011
DEL VAL Lara;CARRERA Albano;2011
JIMENEZ Maria I.;RABOSO Mariano;2011
JIMENEZ Maria I.;IZQUIERDO Alberto;2011
JIMENEZ Maria I.;VILLACORTA Juan J.;2011
JIMENEZ Maria I.;ALONSO Alonso;2011
JIMENEZ Maria I.;CARRERA Albano;2011
RABOSO Mariano;IZQUIERDO Alberto;2011
RABOSO Mariano;VILLACORTA Juan J.;2011
RABOSO Mariano;ALONSO Alonso;2011
RABOSO Mariano;CARRERA Albano;2011
IZQUIERDO Alberto;VILLACORTA Juan J.;2011
IZQUIERDO Alberto;ALONSO Alonso;2011
IZQUIERDO Alberto;CARRERA Albano;2011
VILLACORTA Juan J.;ALONSO Alonso;2011
VILLACORTA Juan J.;CARRERA Albano;2011
ALONSO Alonso;CARRERA Albano;2011
AMELIO MEDINA Jose;DE PABLOS Carmen;2011
AMELIO MEDINA Jose;JIMENEZ Lourdes;2011
AMELIO MEDINA Jose;PENAS Jorge;2011
DE PABLOS Carmen;JIMENEZ Lourdes;2011
DE PABLOS Carmen;PENAS Jorge;2011
JIMENEZ Lourdes;PENAS Jorge;2011
CIOCAN Cecilia;CIOCAN Ioan;2011
BELANCHE Lluis;OROZCO Jorge;2011
TUSHKANOV Nikolay;NAZAROV Vladimir;2011
TUSHKANOV Nikolay;KUZNETSOVA Alla;2011
TUSHKANOV Nikolay;TUSHKANOVA Olga;2011
NAZAROV Vladimir;KUZNETSOVA Alla;2011
NAZAROV Vladimir;TUSHKANOVA Olga;2011
KUZNETSOVA Alla;TUSHKANOVA Olga;2011
TSAI Cheng-Mu;FANG Yi-Chin;2011
TSAI Cheng-Mu;HSIANG Chen Zhen;2011
FANG Yi-Chin;HSIANG Chen Zhen;2011
CARNEIRO Davide;GOMES Marco;2011
CARNEIRO Davide;NOVAIS Paulo;2011
CARNEIRO Davide;ANDRADE Francisco;2011
CARNEIRO Davide;NEVES Jose;2011
GOMES Marco;NOVAIS Paulo;2011
GOMES Marco;ANDRADE Francisco;2011
GOMES Marco;NEVES Jose;2011
NOVAIS Paulo;ANDRADE Francisco;2011
NOVAIS Paulo;NEVES Jose;2011
ANDRADE Francisco;NEVES Jose;2011
ABDULRAZZAQ M.;ARIFFIN A. K.;2011
ABDULRAZZAQ M.;EI-SHAFIE Ahmed;2011
ABDULRAZZAQ M.;ABDULLAH S.;2011
ABDULRAZZAQ M.;SAJURI Z.;2011
ABDULRAZZAQ M.;AKEEL N. A.;2011
ARIFFIN A. K.;EI-SHAFIE Ahmed;2011
ARIFFIN A. K.;ABDULLAH S.;2011
ARIFFIN A. K.;SAJURI Z.;2011
ARIFFIN A. K.;AKEEL N. A.;2011
EI-SHAFIE Ahmed;ABDULLAH S.;2011
EI-SHAFIE Ahmed;SAJURI Z.;2011
EI-SHAFIE Ahmed;AKEEL N. A.;2011
ABDULLAH S.;SAJURI Z.;2011
ABDULLAH S.;AKEEL N. A.;2011
SAJURI Z.;AKEEL N. A.;2011
 Hsieh Ming-Yuan;KUNG Chaang-Yung;2011
 Hsieh Ming-Yuan;LAI Chih-Sung;2011
 Hsieh Ming-Yuan;CHEN Chi-Tung;2011
KUNG Chaang-Yung;LAI Chih-Sung;2011
KUNG Chaang-Yung;CHEN Chi-Tung;2011
LAI Chih-Sung;CHEN Chi-Tung;2011
 Yang Guowei; Liu Wei;2011
FU Yanglie;CHEN Shuqian;2011
FU Yanglie;ZHANG Lihong;2011
CHEN Shuqian;ZHANG Lihong;2011
SHEN Ping;ZHANG Jing;2011
SLIHTE Armands;OSIS Janis;2011
SLIHTE Armands;DONINS Uldis;2011
OSIS Janis;DONINS Uldis;2011
BELGIU George;BANCIU Felicia;2011
BELGIU George;PAMINTAS Eugen;2011
BELGIU George;CARAUSU Constantin;2011
BELGIU George;TURC Cristian;2011
BANCIU Felicia;PAMINTAS Eugen;2011
BANCIU Felicia;CARAUSU Constantin;2011
BANCIU Felicia;TURC Cristian;2011
PAMINTAS Eugen;CARAUSU Constantin;2011
PAMINTAS Eugen;TURC Cristian;2011
CARAUSU Constantin;TURC Cristian;2011
CARAUSU Constantin;ALBU Adriana;2011
CARAUSU Constantin;STANCIU Loredana;2011
BELGIU George;CARAUSU Constantin;2011
ALBU Adriana;STANCIU Loredana;2011
ALBU Adriana;BELGIU George;2011
STANCIU Loredana;BELGIU George;2011
TURC Cristian-Gheorghe;STEF Dorian;2011
TURC Cristian-Gheorghe;BELGIU George;2011
TURC Cristian-Gheorghe;ROTAR Daniel;2011
STEF Dorian;BELGIU George;2011
STEF Dorian;ROTAR Daniel;2011
BELGIU George;ROTAR Daniel;2011
LAVANYA Dama;UDGATA Siba K.;2011
BALAHUR Alexandra;HERMIDA Jesus M.;2011
BALAHUR Alexandra;MONTOYO Andres;2011
BALAHUR Alexandra;MUNOZ Rafael;2011
HERMIDA Jesus M.;MONTOYO Andres;2011
HERMIDA Jesus M.;MUNOZ Rafael;2011
MONTOYO Andres;MUNOZ Rafael;2011
CITKO Wieslaw;SIENKO Wieslaw;2011
TZENG Jengnan;CHEN Yen-Hung;2011
GHOMI Mohammad;MOETI Mohammad Taghi;2011
GHOMI Mohammad;AZIMI Mohammad;2011
MOETI Mohammad Taghi;AZIMI Mohammad;2011
PALMIERI Francesco;CIUONZO Domenico;2011
ROSSINI Nicole Alicia;QUADRI Christian;2011
ROSSINI Nicole Alicia;BORGHESE N. Alberto;2011
QUADRI Christian;BORGHESE N. Alberto;2011
PALMIERI Francesco A. N.;CIUONZO Domenico;2011
PALMIERI Francesco A. N.;MATTERA Davide;2011
PALMIERI Francesco A. N.;ROMANO Gianmarco;2011
PALMIERI Francesco A. N.;SALVO ROSSI Pierluigi;2011
CIUONZO Domenico;MATTERA Davide;2011
CIUONZO Domenico;ROMANO Gianmarco;2011
CIUONZO Domenico;SALVO ROSSI Pierluigi;2011
MATTERA Davide;ROMANO Gianmarco;2011
MATTERA Davide;SALVO ROSSI Pierluigi;2011
ROMANO Gianmarco;SALVO ROSSI Pierluigi;2011
CHEN Rong;XU Junjie;2011
CHEN Rong;SONG Yingjie;2011
CHEN Rong;DENG Wu;2011
CHEN Rong;LI Yanheng;2011
XU Junjie;SONG Yingjie;2011
XU Junjie;DENG Wu;2011
XU Junjie;LI Yanheng;2011
SONG Yingjie;DENG Wu;2011
SONG Yingjie;LI Yanheng;2011
DENG Wu;LI Yanheng;2011
LUHAN Jan;NOVOTNA Veronika;2011
MARQUES Viriato M.;ROSEIRO Luis;2011
MARQUES Viriato M.;REIS Cecilia;2011
MARQUES Viriato M.;TENREIRO MACHADO J. A.;2011
ROSEIRO Luis;REIS Cecilia;2011
ROSEIRO Luis;TENREIRO MACHADO J. A.;2011
REIS Cecilia;TENREIRO MACHADO J. A.;2011
MEINECKE Gerrit;RATMEYER Volker;2011
MEINECKE Gerrit;RENKEN Jens;2011
RATMEYER Volker;RENKEN Jens;2011
LAKATOS Elena-Simina;GAZDAC Roxana-Mirela;2011
LAKATOS Elena-Simina;DAN Viorel;2011
GAZDAC Roxana-Mirela;DAN Viorel;2011
KRYS Sebastian;JANKOWSKI Stanislaw;2011
PORWOLIK Marek;MULAWKA Jan;2011
TATAJ Emanuel;TOMANEK Roman;2011
TATAJ Emanuel;MULAWKA Jan;2011
TOMANEK Roman;MULAWKA Jan;2011
WASIEWICZ P.;SKALSKI M.;2011
JADIN Mohd Shawal;TAIB Soib;2011
JADIN Mohd Shawal;KABIR Shahid;2011
TAIB Soib;KABIR Shahid;2011
LIU Changliang;DING Fangzheng;2011
LIU Changliang;WANG Guchang;2011
LIU Changliang;GAO Fei;2011
LIU Changliang;DING Fan;2011
LIU Changliang;BAO Chuanmei;2011
LIU Changliang;GUO Xiang;2011
LIU Changliang;LI Chunjun;2011
LIU Changliang;YI Zhejing;2011
DING Fangzheng;WANG Guchang;2011
DING Fangzheng;GAO Fei;2011
DING Fangzheng;DING Fan;2011
DING Fangzheng;BAO Chuanmei;2011
DING Fangzheng;GUO Xiang;2011
DING Fangzheng;LI Chunjun;2011
DING Fangzheng;YI Zhejing;2011
WANG Guchang;GAO Fei;2011
WANG Guchang;DING Fan;2011
WANG Guchang;BAO Chuanmei;2011
WANG Guchang;GUO Xiang;2011
WANG Guchang;LI Chunjun;2011
WANG Guchang;YI Zhejing;2011
GAO Fei;DING Fan;2011
GAO Fei;BAO Chuanmei;2011
GAO Fei;GUO Xiang;2011
GAO Fei;LI Chunjun;2011
GAO Fei;YI Zhejing;2011
DING Fan;BAO Chuanmei;2011
DING Fan;GUO Xiang;2011
DING Fan;LI Chunjun;2011
DING Fan;YI Zhejing;2011
BAO Chuanmei;GUO Xiang;2011
BAO Chuanmei;LI Chunjun;2011
BAO Chuanmei;YI Zhejing;2011
GUO Xiang;LI Chunjun;2011
GUO Xiang;YI Zhejing;2011
LI Chunjun;YI Zhejing;2011
LI Yawen;WANG Xiangyun;2011
LI Yawen;WANG Xue;2011
WANG Xiangyun;WANG Xue;2011
ZAMBRANO Gabriel;PACH Cyrille;2011
ZAMBRANO Gabriel;ADAM Emmanuel;2011
ZAMBRANO Gabriel;BERGER Thierry;2011
ZAMBRANO Gabriel;TRENTESAUX Damien;2011
PACH Cyrille;ADAM Emmanuel;2011
PACH Cyrille;BERGER Thierry;2011
PACH Cyrille;TRENTESAUX Damien;2011
ADAM Emmanuel;BERGER Thierry;2011
ADAM Emmanuel;TRENTESAUX Damien;2011
BERGER Thierry;TRENTESAUX Damien;2011
RODRIGUEZ Eduardo;EDWARDS John;2011
RODRIGUEZ Eduardo;FACUNDO Angel;2011
EDWARDS John;FACUNDO Angel;2011
ELARABI H.;MOHAMED M.;2011
CHAMPION Erik M.;DEKKER Andrew;2011
JIMENEZ T.;DE MIGUEL I.;2011
JIMENEZ T.;AGUADO J. C.;2011
JIMENEZ T.;DURAN R. J.;2011
JIMENEZ T.;MERAYO N.;2011
JIMENEZ T.;FERNANDEZ N.;2011
JIMENEZ T.;SANCHEZ D.;2011
JIMENEZ T.;FERNANDEZ P.;2011
JIMENEZ T.;ATALLAH N.;2011
JIMENEZ T.;ABRIL E. J.;2011
JIMENEZ T.;LORENZO R. M.;2011
DE MIGUEL I.;AGUADO J. C.;2011
DE MIGUEL I.;DURAN R. J.;2011
DE MIGUEL I.;MERAYO N.;2011
DE MIGUEL I.;FERNANDEZ N.;2011
DE MIGUEL I.;SANCHEZ D.;2011
DE MIGUEL I.;FERNANDEZ P.;2011
DE MIGUEL I.;ATALLAH N.;2011
DE MIGUEL I.;ABRIL E. J.;2011
DE MIGUEL I.;LORENZO R. M.;2011
AGUADO J. C.;DURAN R. J.;2011
AGUADO J. C.;MERAYO N.;2011
AGUADO J. C.;FERNANDEZ N.;2011
AGUADO J. C.;SANCHEZ D.;2011
AGUADO J. C.;FERNANDEZ P.;2011
AGUADO J. C.;ATALLAH N.;2011
AGUADO J. C.;ABRIL E. J.;2011
AGUADO J. C.;LORENZO R. M.;2011
DURAN R. J.;MERAYO N.;2011
DURAN R. J.;FERNANDEZ N.;2011
DURAN R. J.;SANCHEZ D.;2011
DURAN R. J.;FERNANDEZ P.;2011
DURAN R. J.;ATALLAH N.;2011
DURAN R. J.;ABRIL E. J.;2011
DURAN R. J.;LORENZO R. M.;2011
MERAYO N.;FERNANDEZ N.;2011
MERAYO N.;SANCHEZ D.;2011
MERAYO N.;FERNANDEZ P.;2011
MERAYO N.;ATALLAH N.;2011
MERAYO N.;ABRIL E. J.;2011
MERAYO N.;LORENZO R. M.;2011
FERNANDEZ N.;SANCHEZ D.;2011
FERNANDEZ N.;FERNANDEZ P.;2011
FERNANDEZ N.;ATALLAH N.;2011
FERNANDEZ N.;ABRIL E. J.;2011
FERNANDEZ N.;LORENZO R. M.;2011
SANCHEZ D.;FERNANDEZ P.;2011
SANCHEZ D.;ATALLAH N.;2011
SANCHEZ D.;ABRIL E. J.;2011
SANCHEZ D.;LORENZO R. M.;2011
FERNANDEZ P.;ATALLAH N.;2011
FERNANDEZ P.;ABRIL E. J.;2011
FERNANDEZ P.;LORENZO R. M.;2011
ATALLAH N.;ABRIL E. J.;2011
ATALLAH N.;LORENZO R. M.;2011
ABRIL E. J.;LORENZO R. M.;2011
HARAVINTHAN A.;AYOB M. R.;2011
HARAVINTHAN A.;SALLEH S.;2011
HARAVINTHAN A.;JAPPER-JAAFAR A.;2011
AYOB M. R.;SALLEH S.;2011
AYOB M. R.;JAPPER-JAAFAR A.;2011
SALLEH S.;JAPPER-JAAFAR A.;2011
KHAN Naima Shahbaz;JAMIL Ahmed;2011
ARUMUGAM Ugasciny;NOR Nursyarizal Mohd;2011
ARUMUGAM Ugasciny;BIN ABDULLAH Mohd Faris;2011
NOR Nursyarizal Mohd;BIN ABDULLAH Mohd Faris;2011
MOUSSA A.;ABDEL-HAMID W.;2011
MOUSSA A.;EL-SHEIMY N.;2011
ABDEL-HAMID W.;EL-SHEIMY N.;2011
ABDELFATAH Walid Farid;GEORGY Jacques;2011
ABDELFATAH Walid Farid;IQBAL Umar;2011
ABDELFATAH Walid Farid;NOURELDIN Abolemagd;2011
GEORGY Jacques;IQBAL Umar;2011
GEORGY Jacques;NOURELDIN Abolemagd;2011
IQBAL Umar;NOURELDIN Abolemagd;2011
GERMANN Daniel P.;SCHATZ Wolfgang;2011
GERMANN Daniel P.;HOTZ Peter Eggenberger;2011
SCHATZ Wolfgang;HOTZ Peter Eggenberger;2011
NEOKLEOUS Kleanthis C.;SCHIZAS Christos N.;2011
BUECHELER Thierry;SIEG Jan Henrik;2011
HAUER Ileana;BUTUZA Antoaneta;2011
 Wang Xiaomei; Zhao Jing;2011
SCHAUMLOEFFEL Pascal;TALHA Muhammad;2011
SCHAUMLOEFFEL Pascal;GORECKY Dominic;2011
SCHAUMLOEFFEL Pascal;MEIXNER Gerrit;2011
TALHA Muhammad;GORECKY Dominic;2011
TALHA Muhammad;MEIXNER Gerrit;2011
GORECKY Dominic;MEIXNER Gerrit;2011
MATUS Vlasek;PETER Kost'al;2011
IANTOVICS Barna;NICHITA Florin F.;2011
CONROY David;WYETH Peta;2011
CONROY David;JOHNSON Daniel;2011
WYETH Peta;JOHNSON Daniel;2011
NADERPOUR H.;AMIRI G. Ghodrati;2011
NADERPOUR H.;KHEYRODDIN A.;2011
NADERPOUR H.;VAEZ S. R. Hoseini;2011
AMIRI G. Ghodrati;KHEYRODDIN A.;2011
AMIRI G. Ghodrati;VAEZ S. R. Hoseini;2011
